Age,Education Level,Gender,Internet Connection,Marital Status,Movie Selector,Num Bathrooms,Num Bedrooms,Num Cars,Num Children,Num TVs,PPV Freq,Prerec Buying Freq,Prerec Format,Prerec Renting Freq,Prerec Viewing Freq,CustomerID,Theater Freq,TV Movie Freq,TV Signal,Home Ownership
24,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,3,1,0,3,Rarely,Rarely,DVD,Weekly,Weekly,889072,Monthly,Weekly,Cable,Rent
33,Doctorate,Male,Cable Modem,Separated,Me,1,2,1,0,1,Never,Never,DVD,Monthly,Monthly,889073,Monthly,Rarely,Don't watch TV,Rent
27,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,3,2,0,1,Never,Rarely,DVD,Weekly,Weekly,889074,Monthly,Daily,Cable,Own
36,Master's Degree,Male,DSL,Married,Spouse/Partner,2.5,4,2,1,2,Never,Rarely,VHS,Weekly,Weekly,889075,Rarely,Rarely,Cable,Own
45,Bachelor's Degree,Male,Dial-Up,Married,Me,3,5,6,3,6,Never,Monthly,DVD,Rarely,Weekly,889077,Monthly,Weekly,Cable,Own
27,Bachelor's Degree,Male,Dial-Up,Married,Me,2,2,1,0,1,Never,Rarely,DVD,Weekly,Daily,889078,Monthly,Never,Analog antennae,Rent
38,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,4,0,3,2,Rarely,Rarely,DVD,Monthly,Weekly,889088,Rarely,Weekly,Cable,Own
48,Master's Degree,Male,Dial-Up,Married,Me,2,3,1,0,2,Weekly,Rarely,DVD,Monthly,Weekly,889090,Monthly,Weekly,Digital Satellite,Own
38,Some College,Male,Cable Modem,Married,Me,2,4,2,3,1,Never,Rarely,DVD,Monthly,Monthly,889094,Rarely,Never,Cable,Own
36,Some College,Male,Cable Modem,Married,Spouse/Partner,2,3,2,2,3,Monthly,Monthly,DVD,Weekly,Weekly,889095,Monthly,Daily,Digital Satellite,Own
34,Some College,Male,DSL,Never Married,Me,1,2,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,889100,Monthly,Rarely,Cable,Rent
25,Bachelor's Degree,Male,Dial-Up,Married,Me,1.5,2,1,1,2,Rarely,Weekly,DVD,Rarely,Weekly,889109,Rarely,Rarely,Cable,Rent
27,Master's Degree,Male,DSL,Married,Me,1,1,2,0,1,Never,Rarely,VHS,Weekly,Weekly,889110,Weekly,Daily,Cable,Rent
39,High School,Male,DSL,Married,Me,2,3,2,0,3,Never,Rarely,DVD,Rarely,Rarely,889113,Rarely,Weekly,Cable,Own
45,Bachelor's Degree,Female,DSL,Divorced,Me,3,3,2,2,2,Never,Monthly,DVD,Weekly,Weekly,889119,Monthly,Daily,Cable,Own
25,Grade School,Male,DSL,Never Married,Me,0.5,5,2,0,1,Monthly,Weekly,DVD,Weekly,Rarely,889122,Rarely,Monthly,Cable,Own
48,Master's Degree,Male,Cable Modem,Married,Me,5,5,2,2,4,Rarely,Rarely,DVD,Weekly,Weekly,889123,Rarely,Monthly,Cable,Own
24,Master's Degree,Male,Dial-Up,Married,Me,1,1,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,889126,Weekly,Rarely,Cable,Rent
25,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,2,Rarely,Rarely,DVD,Weekly,Weekly,889130,Weekly,Rarely,Cable,Rent
32,Bachelor's Degree,Male,DSL,Never Married,Me,1,1,1,0,1,Never,Rarely,VHS,Weekly,Weekly,889132,Monthly,Monthly,Analog antennae,Rent
54,Doctorate,Male,DSL,Married,Spouse/Partner,2.5,3,2,1,2,Never,Rarely,DVD,Monthly,Monthly,889134,Rarely,Never,Analog antennae,Own
31,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2,3,2,1,2,Rarely,Monthly,DVD,Never,Monthly,889135,Rarely,Weekly,Digital Satellite,Own
23,Bachelor's Degree,Male,No Internet Connection,Never Married,Me,1,1,1,0,1,Never,Rarely,DVD,Monthly,Rarely,889139,Monthly,Rarely,Analog antennae,Rent
23,Bachelor's Degree,Male,Cable Modem,Never Married,Other,2,2,1,0,1,Never,Monthly,DVD,Weekly,Weekly,889144,Monthly,Never,Cable,Rent
35,Bachelor's Degree,Female,DSL,Married,Other,2.5,4,2,1,2,Never,Rarely,DVD,Weekly,Weekly,889146,Rarely,Never,Digital Satellite,Own
32,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,3,2,0,2,Never,Rarely,DVD,Daily,Daily,889147,Weekly,Never,Don't watch TV,Own
28,Master's Degree,Male,Cable Modem,Married,Me,2,2,1,0,2,Never,Monthly,DVD,Rarely,Monthly,889150,Rarely,Never,Cable,Own
32,Associate's Degree,Female,Cable Modem,Married,Me,3.5,4,2,1,3,Weekly,Rarely,VHS,Weekly,Monthly,889152,Monthly,Daily,Cable,Own
26,Master's Degree,Male,Dial-Up,Married,Me,2.5,2,2,0,1,Never,Rarely,DVD,Weekly,Weekly,889154,Monthly,Monthly,Cable,Own
47,Master's Degree,Male,Cable Modem,Married,Spouse/Partner,3,5,2,2,4,Rarely,Rarely,VHS,Weekly,Weekly,889155,Monthly,Weekly,Cable,Own
29,Bachelor's Degree,Male,Dial-Up,Married,Me,2,3,2,2,4,Rarely,Rarely,VHS,Monthly,Monthly,889159,Rarely,Weekly,Digital Satellite,Own
31,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,2,0,2,Rarely,Rarely,DVD,Monthly,Weekly,889161,Weekly,Daily,Cable,Own
35,Bachelor's Degree,Male,Cable Modem,Married,Me,2,4,2,2,3,Rarely,Monthly,DVD,Monthly,Weekly,889162,Monthly,Weekly,Digital Satellite,Own
40,Bachelor's Degree,Male,Cable Modem,Married,Spouse/Partner,3.5,4,2,1,4,Rarely,Rarely,DVD,Weekly,Weekly,889164,Monthly,Weekly,Cable,Own
37,Bachelor's Degree,Male,DSL,Married,Children,3,4,3,2,3,Rarely,Weekly,DVD,Rarely,Daily,889165,Rarely,Daily,Cable,Own
46,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,4,2,3,2,Rarely,Rarely,VHS,Weekly,Weekly,889167,Rarely,Weekly,Cable,Own
39,Associate's Degree,Male,DSL,Divorced,Me,1,1,1,0,1,Never,Rarely,DVD,Monthly,Monthly,889170,Rarely,Rarely,Don't watch TV,Rent
44,Bachelor's Degree,Male,No Internet Connection,Married,Children,3,4,2,5,4,Rarely,Monthly,DVD,Monthly,Monthly,889173,Monthly,Never,Cable,Rent
27,Bachelor's Degree,Male,Dial-Up,Married,Me,3.5,4,2,1,1,Never,Rarely,DVD,Monthly,Monthly,889174,Rarely,Never,Analog antennae,Own
25,Bachelor's Degree,Male,Dial-Up,Never Married,Me,1,1,2,0,0,Never,Weekly,DVD,Rarely,Weekly,889175,Monthly,Never,Don't watch TV,Rent
34,Master's Degree,Female,Cable Modem,Never Married,Me,2,2,1,0,1,Never,Never,DVD,Monthly,Rarely,889178,Monthly,Weekly,Digital Satellite,Rent
27,Master's Degree,Male,Dial-Up,Married,Me,1,1,1,0,1,Never,Rarely,DVD,Monthly,Monthly,889179,Rarely,Rarely,Cable,Own
42,Master's Degree,Male,Cable Modem,Married,Me,2.5,4,2,3,3,Never,Monthly,DVD,Monthly,Weekly,889182,Monthly,Rarely,Cable,Own
31,Bachelor's Degree,Male,Cable Modem,Married,Me,3,5,2,0,5,Monthly,Weekly,DVD,Weekly,Weekly,889186,Monthly,Daily,Cable,Own
28,Bachelor's Degree,Male,Dial-Up,Married,Me,2.5,3,2,0,4,Never,Rarely,DVD,Monthly,Monthly,889188,Monthly,Rarely,Cable,Own
34,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,3.5,4,3,2,4,Rarely,Monthly,DVD,Rarely,Weekly,889191,Monthly,Weekly,Digital Satellite,Own
31,Master's Degree,Male,DSL,Married,Spouse/Partner,2.5,4,1,1,2,Never,Rarely,DVD,Weekly,Weekly,889195,Monthly,Weekly,Cable,Own
35,Bachelor's Degree,Female,Dial-Up,Married,Me,3,4,2,1,1,Rarely,Rarely,DVD,Weekly,Weekly,889197,Rarely,Weekly,Digital Satellite,Own
34,Bachelor's Degree,Male,Dial-Up,Never Married,Me,2,3,1,0,3,Never,Weekly,DVD,Never,Weekly,889202,Monthly,Daily,Cable,Own
23,Bachelor's Degree,Male,No Internet Connection,Never Married,Me,1,1,1,0,1,Never,Rarely,DVD,Monthly,Weekly,889205,Rarely,Rarely,Don't watch TV,Rent
33,Master's Degree,Male,Cable Modem,Married,Spouse/Partner,2.5,4,2,2,2,Rarely,Monthly,DVD,Monthly,Daily,889207,Monthly,Weekly,Cable,Own
31,Master's Degree,Male,Cable Modem,Married,Me,2.5,4,2,1,3,Never,Rarely,DVD,Weekly,Weekly,889210,Monthly,Weekly,Cable,Own
25,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,3,1,0,2,Rarely,Monthly,DVD,Monthly,Weekly,889212,Monthly,Rarely,Analog antennae,Own
37,Bachelor's Degree,Male,Cable Modem,Married,Me,3,4,2,0,3,Never,Monthly,DVD,Weekly,Weekly,889215,Rarely,Rarely,Cable,Own
34,Bachelor's Degree,Male,DSL,Married,Children,2,3,2,2,2,Never,Monthly,DVD,Monthly,Weekly,889218,Monthly,Monthly,Cable,Own
30,Doctorate,Male,Cable Modem,Never Married,Me,1,1,1,0,1,Never,Monthly,DVD,Weekly,Weekly,889219,Monthly,Weekly,Cable,Rent
28,Bachelor's Degree,Male,DSL,Other,Me,2.5,4,3,0,5,Never,Monthly,DVD,Weekly,Weekly,889220,Monthly,Weekly,Cable,Own
37,Bachelor's Degree,Male,DSL,Divorced,Children,2,2,1,1,1,Never,Rarely,DVD,Weekly,Weekly,889221,Rarely,Monthly,Cable,Rent
22,Bachelor's Degree,Male,DSL,Never Married,Me,1,1,1,0,1,Rarely,Never,DVD,Monthly,Monthly,889223,Monthly,Monthly,Cable,Rent
24,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,2,Never,Weekly,DVD,Rarely,Weekly,889227,Rarely,Monthly,Cable,Rent
31,Bachelor's Degree,Female,DSL,Never Married,Me,1,1,1,0,2,Rarely,Rarely,DVD,Monthly,Weekly,889228,Monthly,Weekly,Cable,Own
34,Bachelor's Degree,Male,DSL,Married,Me,2,2,1,2,2,Monthly,Monthly,DVD,Weekly,Weekly,889231,Monthly,Weekly,Cable,Rent
22,Bachelor's Degree,Male,DSL,Never Married,Me,1,1,1,0,1,Never,Never,DVD,Monthly,Monthly,889233,Weekly,Monthly,Cable,Rent
43,Doctorate,Male,Cable Modem,Married,Me,2,5,2,3,3,Monthly,Rarely,DVD,Weekly,Weekly,889236,Monthly,Monthly,Cable,Own
34,Master's Degree,Female,Cable Modem,Married,Me,2,2,2,1,2,Never,Rarely,DVD,Rarely,Rarely,889237,Rarely,Daily,Cable,Rent
35,Master's Degree,Male,Cable Modem,Married,Me,1.5,4,2,2,2,Rarely,Monthly,DVD,Monthly,Weekly,889238,Monthly,Monthly,Cable,Own
25,Master's Degree,Male,Cable Modem,Never Married,Me,1,1,1,0,1,Never,Never,DVD,Weekly,Weekly,889241,Monthly,Weekly,Cable,Rent
39,Some College,Male,Cable Modem,Never Married,Me,2.5,4,1,0,3,Never,Monthly,DVD,Rarely,Weekly,889243,Rarely,Weekly,Digital Satellite,Own
22,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,2,1,0,1,Never,Rarely,DVD,Monthly,Monthly,889245,Monthly,Weekly,Cable,Rent
23,Bachelor's Degree,Female,Dial-Up,Never Married,Me,1,1,1,0,2,Never,Rarely,DVD,Weekly,Weekly,889250,Monthly,Rarely,Analog antennae,Rent
30,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,3,2,2,1,Never,Monthly,DVD,Rarely,Weekly,889251,Rarely,Never,Analog antennae,Own
33,Bachelor's Degree,Male,Dial-Up,Married,Other,2.5,3,2,1,4,Never,Monthly,VHS,Weekly,Weekly,889254,Rarely,Weekly,Cable,Own
44,Bachelor's Degree,Female,Cable Modem,Married,Me,2.5,4,2,0,2,Never,Rarely,VHS,Monthly,Monthly,889256,Rarely,Monthly,Cable,Own
36,Some College,Male,DSL,Never Married,Me,3,3,1,0,2,Rarely,Weekly,DVD,Rarely,Weekly,889257,Rarely,Weekly,Digital Satellite,Own
36,Bachelor's Degree,Male,Cable Modem,Married,Me,3.5,4,2,0,3,Never,Monthly,DVD,Weekly,Weekly,889260,Monthly,Weekly,Cable,Own
30,Bachelor's Degree,Male,DSL,Married,Me,1.5,3,3,0,2,Never,Rarely,DVD,Monthly,Monthly,889261,Monthly,Monthly,Cable,Own
40,Master's Degree,Male,No Internet Connection,Married,Children,2.5,4,2,1,2,Never,Monthly,VHS,Rarely,Monthly,889262,Never,Never,Cable,Own
26,Bachelor's Degree,Female,DSL,Never Married,Me,3,3,1,0,1,Never,Monthly,DVD,Weekly,Weekly,889264,Rarely,Rarely,Cable,Own
33,Bachelor's Degree,Male,DSL,Married,Me,2.5,5,2,0,2,Never,Rarely,DVD,Monthly,Monthly,889267,Monthly,Rarely,Digital Satellite,Own
35,Bachelor's Degree,Male,Other,Married,Me,2.5,4,2,2,2,Monthly,Monthly,DVD,Monthly,Weekly,889268,Monthly,Weekly,Digital Satellite,Own
30,Associate's Degree,Male,No Internet Connection,Never Married,Me,1,2,2,0,2,Never,Never,DVD,Monthly,Monthly,889270,Rarely,Never,Cable,Rent
33,Associate's Degree,Female,DSL,Married,Me,2.5,4,2,0,2,Rarely,Monthly,DVD,Monthly,Monthly,889275,Weekly,Weekly,Digital Satellite,Own
34,Master's Degree,Female,Cable Modem,Married,Me,2.5,4,2,2,2,Rarely,Rarely,DVD,Monthly,Monthly,889276,Rarely,Rarely,Cable,Own
38,Bachelor's Degree,Male,DSL,Never Married,Me,1,1,0,0,1,Never,Monthly,DVD,Weekly,Weekly,889277,Monthly,Rarely,Cable,Rent
26,Bachelor's Degree,Male,Dial-Up,Never Married,Me,1,1,0,0,1,Never,Rarely,VHS,Weekly,Weekly,889280,Monthly,Weekly,Analog antennae,Rent
28,Bachelor's Degree,Male,DSL,Married,Me,2.5,3,1,0,1,Rarely,Never,DVD,Monthly,Weekly,889281,Monthly,Rarely,Digital Satellite,Own
42,Bachelor's Degree,Male,DSL,Married,Me,2.5,4,2,2,2,Monthly,Rarely,VHS,Weekly,Daily,889282,Rarely,Daily,Cable,Rent
29,Master's Degree,Female,Dial-Up,Never Married,Me,2,2,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,889283,Monthly,Rarely,Digital Satellite,Rent
29,Bachelor's Degree,Male,DSL,Never Married,Me,1,2,1,0,1,Never,Monthly,DVD,Weekly,Weekly,889284,Monthly,Rarely,Cable,Rent
26,Bachelor's Degree,Male,DSL,Married,Me,2.5,3,3,0,3,Never,Rarely,DVD,Weekly,Weekly,889285,Rarely,Monthly,Cable,Rent
24,Bachelor's Degree,Male,DSL,Never Married,Me,1,1,1,0,1,Rarely,Rarely,DVD,Weekly,Weekly,889287,Monthly,Never,Don't watch TV,Rent
29,Bachelor's Degree,Male,DSL,Married,Me,3,3,2,0,3,Never,Monthly,DVD,Weekly,Weekly,889291,Rarely,Rarely,Cable,Own
33,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,2.5,4,2,2,2,Never,Rarely,DVD,Weekly,Weekly,889292,Rarely,Rarely,Cable,Own
32,Master's Degree,Female,Cable Modem,Never Married,Me,1,2,1,0,1,Rarely,Rarely,VHS,Weekly,Weekly,889297,Monthly,Monthly,Cable,Rent
44,Some College,Male,Cable Modem,Married,Me,2.5,3,2,1,2,Never,Monthly,DVD,Never,Weekly,889299,Rarely,Monthly,Cable,Own
25,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,3,1,0,1,Never,Monthly,DVD,Rarely,Weekly,889304,Rarely,Weekly,Cable,Rent
27,Bachelor's Degree,Male,Cable Modem,Never Married,Spouse/Partner,2,2,2,0,2,Never,Rarely,DVD,Rarely,Rarely,889306,Monthly,Monthly,Cable,Own
30,Master's Degree,Female,DSL,Married,Me,2,2,1,2,1,Never,Rarely,DVD,Weekly,Weekly,889307,Rarely,Daily,Cable,Rent
27,Grade School,Male,Cable Modem,Married,Me,2.5,2,1,0,2,Never,Never,DVD,Never,Rarely,889309,Rarely,Weekly,Analog antennae,Own
24,High School,Male,DSL,Married,Me,0.5,1,1,0,3,Never,Rarely,DVD,Weekly,Daily,889310,Weekly,Rarely,Analog antennae,Rent
38,Doctorate,Female,DSL,Never Married,Me,3.5,4,2,0,2,Rarely,Rarely,DVD,Monthly,Monthly,889312,Weekly,Monthly,Cable,Own
24,Master's Degree,Female,DSL,Never Married,Me,2,2,1,0,1,Never,Rarely,DVD,Monthly,Weekly,889318,Monthly,Monthly,Analog antennae,Rent
30,Bachelor's Degree,Male,Cable Modem,Married,Me,2.5,4,2,3,1,Monthly,Rarely,DVD,Weekly,Weekly,889319,Monthly,Daily,Cable,Own
30,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,1.5,3,2,0,3,Never,Rarely,DVD,Weekly,Weekly,889328,Monthly,Never,Cable,Own
37,Bachelor's Degree,Female,DSL,Never Married,Me,2,2,1,0,2,Never,Rarely,DVD,Monthly,Weekly,889332,Monthly,Weekly,Cable,Own
32,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,1,Never,Never,DVD,Weekly,Weekly,889334,Rarely,Daily,Cable,Rent
23,Master's Degree,Male,Cable Modem,Never Married,Me,1,2,1,0,1,Never,Rarely,DVD,Monthly,Weekly,889337,Weekly,Rarely,Cable,Rent
40,Associate's Degree,Female,Cable Modem,Divorced,Spouse/Partner,2.5,3,2,0,2,Rarely,Rarely,DVD,Monthly,Monthly,889339,Rarely,Rarely,Analog antennae,Rent
26,Master's Degree,Female,DSL,Married,Me,1,1,1,0,2,Monthly,Never,DVD,Monthly,Weekly,889340,Rarely,Weekly,Cable,Rent
48,Bachelor's Degree,Male,DSL,Married,Me,1,3,2,2,4,Rarely,Monthly,DVD,Monthly,Weekly,889345,Rarely,Weekly,Digital Satellite,Own
35,Master's Degree,Female,Dial-Up,Married,Spouse/Partner,3,5,2,1,2,Never,Rarely,DVD,Weekly,Weekly,889346,Rarely,Never,Cable,Own
27,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,2,3,2,0,1,Never,Monthly,DVD,Weekly,Weekly,889347,Monthly,Weekly,Cable,Own
43,Bachelor's Degree,Male,Dial-Up,Married,Children,3,3,2,1,2,Rarely,Rarely,VHS,Weekly,Weekly,889349,Rarely,Rarely,Cable,Own
38,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,3.5,4,3,1,2,Rarely,Monthly,DVD,Monthly,Monthly,889350,Monthly,Weekly,Cable,Own
28,Bachelor's Degree,Male,No Internet Connection,Married,Me,1,2,2,0,2,Never,Monthly,DVD,Monthly,Monthly,889358,Monthly,Weekly,Cable,Rent
35,Master's Degree,Male,Dial-Up,Never Married,Me,1,1,1,0,1,Monthly,Rarely,VHS,Rarely,Rarely,889361,Monthly,Weekly,Cable,Rent
41,Master's Degree,Female,Other,Divorced,Me,2,3,1,0,0,Never,Never,DVD,Rarely,Rarely,889374,Rarely,Rarely,Don't watch TV,Own
55,Doctorate,Male,Dial-Up,Married,Spouse/Partner,2.5,4,3,1,3,Never,Rarely,DVD,Weekly,Weekly,889376,Rarely,Weekly,Cable,Own
23,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,2,1,0,2,Rarely,Monthly,DVD,Weekly,Daily,889378,Rarely,Daily,Cable,Rent
22,Bachelor's Degree,Male,Cable Modem,Never Married,Me,2,2,1,0,2,Never,Never,DVD,Weekly,Weekly,889379,Rarely,Daily,Digital Satellite,Rent
22,Some College,Male,DSL,Never Married,Me,1,1,1,0,1,Monthly,Monthly,DVD,Weekly,Weekly,889380,Monthly,Weekly,Digital Satellite,Rent
34,Bachelor's Degree,Female,DSL,Married,Me,2.5,2,2,0,1,Rarely,Rarely,DVD,Weekly,Weekly,889381,Monthly,Monthly,Digital Satellite,Own
35,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,3,1,0,2,Never,Monthly,DVD,Monthly,Weekly,889385,Monthly,Weekly,Cable,Own
22,Bachelor's Degree,Male,DSL,Never Married,Me,1,1,1,0,1,Never,Rarely,DVD,Monthly,Monthly,889386,Monthly,Rarely,Cable,Rent
32,Bachelor's Degree,Male,DSL,Married,Me,2,2,1,2,1,Weekly,Monthly,DVD,Monthly,Weekly,889387,Monthly,Daily,Cable,Rent
47,Master's Degree,Female,Dial-Up,Married,Spouse/Partner,4.5,5,3,2,3,Never,Monthly,DVD,Weekly,Weekly,889390,Rarely,Rarely,Cable,Own
33,Master's Degree,Male,DSL,Married,Me,2.5,3,1,1,2,Daily,Weekly,DVD,Weekly,Weekly,889393,Rarely,Monthly,Analog antennae,Rent
32,Bachelor's Degree,Female,Dial-Up,Never Married,Me,1.5,2,1,0,3,Rarely,Monthly,DVD,Rarely,Weekly,889394,Rarely,Weekly,Digital Satellite,Own
25,Bachelor's Degree,Male,DSL,Never Married,Me,1,1,1,0,0,Never,Never,DVD,Rarely,Rarely,889396,Monthly,Weekly,Don't watch TV,Rent
37,Master's Degree,Female,DSL,Never Married,Me,3,3,1,0,2,Monthly,Monthly,DVD,Rarely,Weekly,889399,Rarely,Rarely,Cable,Own
27,Bachelor's Degree,Female,Dial-Up,Never Married,Me,1,2,1,0,2,Never,Rarely,DVD,Rarely,Rarely,889400,Monthly,Rarely,Cable,Rent
48,Master's Degree,Male,Dial-Up,Married,Me,3.5,3,1,0,2,Never,Never,DVD,Rarely,Rarely,889404,Rarely,Never,Cable,Own
38,Master's Degree,Female,DSL,Married,Spouse/Partner,2.5,4,2,0,1,Never,Rarely,DVD,Weekly,Weekly,889405,Monthly,Rarely,Digital Satellite,Own
33,Bachelor's Degree,Female,Cable Modem,Married,Me,2,4,2,0,1,Never,Never,DVD,Weekly,Weekly,889407,Monthly,Never,Cable,Own
30,Bachelor's Degree,Female,Cable Modem,Never Married,Me,1,1,1,0,1,Never,Rarely,DVD,Weekly,Monthly,889409,Monthly,Rarely,Cable,Own
37,Bachelor's Degree,Male,DSL,Married,Me,2.5,4,2,2,2,Never,Rarely,DVD,Weekly,Weekly,889411,Monthly,Weekly,Cable,Own
30,Master's Degree,Male,DSL,Never Married,Me,2,2,1,0,1,Monthly,Rarely,VHS,Weekly,Daily,889413,Monthly,Daily,Cable,Rent
42,Bachelor's Degree,Female,Dial-Up,Never Married,Me,1,1,1,0,1,Never,Never,VHS,Rarely,Monthly,889414,Weekly,Rarely,Cable,Rent
57,Doctorate,Male,Cable Modem,Married,Me,2,2,2,2,4,Never,Rarely,VHS,Rarely,Rarely,889417,Monthly,Weekly,Cable,Own
36,Associate's Degree,Female,Dial-Up,Never Married,Me,2.5,3,1,0,2,Rarely,Weekly,DVD,Never,Daily,889423,Rarely,Rarely,Don't watch TV,Rent
35,Some College,Male,DSL,Married,Me,3,4,2,2,3,Monthly,Monthly,DVD,Weekly,Weekly,889424,Monthly,Daily,Digital Satellite,Own
47,Doctorate,Male,DSL,Married,Children,3,3,3,3,2,Never,Monthly,DVD,Monthly,Weekly,889426,Weekly,Monthly,Digital Satellite,Own
31,Bachelor's Degree,Male,No Internet Connection,Divorced,Me,1,1,0,0,0,Never,Never,DVD,Weekly,Weekly,889429,Monthly,Never,Don't watch TV,Rent
43,Some College,Female,DSL,Married,Me,1.5,4,2,0,2,Never,Rarely,DVD,Monthly,Monthly,889431,Monthly,Weekly,Cable,Own
28,Bachelor's Degree,Male,Dial-Up,Married,Spouse/Partner,2.5,3,1,1,1,Rarely,Rarely,DVD,Monthly,Weekly,889435,Rarely,Monthly,Cable,Own
24,Master's Degree,Male,Dial-Up,Never Married,Me,2,2,1,0,1,Never,Rarely,VHS,Weekly,Daily,889440,Monthly,Rarely,Analog antennae,Rent
34,Bachelor's Degree,Female,DSL,Never Married,Me,1.5,2,1,0,1,Monthly,Rarely,DVD,Weekly,Weekly,889441,Monthly,Rarely,Cable,Rent
35,Master's Degree,Female,Cable Modem,Married,Spouse/Partner,3,4,3,1,1,Never,Rarely,VHS,Weekly,Weekly,889443,Monthly,Never,Cable,Own
29,Bachelor's Degree,Female,Dial-Up,Never Married,Me,1,1,1,0,1,Monthly,Rarely,DVD,Monthly,Monthly,889452,Monthly,Weekly,Analog antennae,Rent
42,Doctorate,Female,DSL,Married,Other,1.5,3,2,2,0,Weekly,Daily,VHS,Monthly,Weekly,889456,Rarely,Rarely,Don't watch TV,Own
27,Bachelor's Degree,Male,DSL,Married,Spouse/Partner,2,2,2,0,1,Rarely,Monthly,DVD,Weekly,Weekly,889463,Monthly,Weekly,Cable,Rent
35,Master's Degree,Male,Cable Modem,Married,Spouse/Partner,2.5,3,2,1,1,Never,Rarely,DVD,Rarely,Monthly,889465,Rarely,Rarely,Don't watch TV,Own
43,Master's Degree,Male,Dial-Up,Married,Spouse/Partner,3,4,2,2,3,Never,Rarely,DVD,Weekly,Weekly,889468,Monthly,Weekly,Cable,Own
47,Master's Degree,Male,Dial-Up,Married,Me,4,4,2,3,3,Monthly,Rarely,DVD,Rarely,Weekly,889471,Rarely,Rarely,Cable,Own
35,Grade School,Male,Dial-Up,Married,Me,2.5,4,2,1,2,Never,Rarely,DVD,Weekly,Weekly,889477,Monthly,Rarely,Cable,Own
41,Bachelor's Degree,Male,DSL,Married,Children,3,5,2,2,5,Never,Monthly,DVD,Weekly,Daily,889478,Rarely,Daily,Cable,Own
38,Bachelor's Degree,Female,Cable Modem,Married,Me,1,2,2,1,1,Never,Rarely,DVD,Monthly,Weekly,889480,Monthly,Rarely,Cable,Own
26,Bachelor's Degree,Male,DSL,Never Married,Me,2,2,1,0,1,Monthly,Monthly,DVD,Monthly,Weekly,889481,Monthly,Weekly,Cable,Rent
26,Bachelor's Degree,Female,Cable Modem,Never Married,Me,1.5,3,2,0,2,Monthly,Rarely,DVD,Weekly,Weekly,889483,Monthly,Weekly,Cable,Own
26,Bachelor's Degree,Female,DSL,Never Married,Me,3.5,4,0,0,3,Rarely,Rarely,DVD,Monthly,Monthly,889484,Monthly,Never,Cable,Rent
51,Master's Degree,Male,DSL,Married,Spouse/Partner,2.5,5,1,2,2,Never,Never,DVD,Weekly,Weekly,889487,Rarely,Never,Analog antennae,Rent
33,Bachelor's Degree,Male,Cable Modem,Married,Me,1.5,3,3,2,1,Never,Monthly,DVD,Weekly,Weekly,889494,Rarely,Monthly,Cable,Own
26,Bachelor's Degree,Male,Dial-Up,Never Married,Me,1,1,1,0,2,Rarely,Rarely,VHS,Weekly,Weekly,889496,Monthly,Weekly,Cable,Rent
33,Associate's Degree,Male,DSL,Married,Spouse/Partner,3,4,2,2,3,Rarely,Monthly,DVD,Weekly,Weekly,889499,Monthly,Monthly,Cable,Own
23,Bachelor's Degree,Male,Cable Modem,Never Married,Me,1,2,1,0,0,Never,Rarely,DVD,Monthly,Monthly,889503,Monthly,Rarely,Don't watch TV,Rent
41,Master's Degree,Male,Cable Modem,Married,Me,2.5,4,2,2,2,Rarely,Monthly,DVD,Weekly,Weekly,889504,Monthly,Weekly,Digital Satellite,Own
32,Master's Degree,Male,DSL,Married,Spouse/Partner,3.5,6,2,0,1,Never,Never,VHS,Rarely,Rarely,889508,Weekly,Monthly,Cable,Own
40,Master's Degree,Male,Cable Modem,Never Married,Spouse/Partner,2,3,2,0,2,Monthly,Rarely,VHS,Monthly,Weekly,889511,Monthly,Weekly,Cable,Own
44,Bachelor's Degree,Female,DSL,Married,Spouse/Partner,2,3,3,2,3,Rarely,Monthly,DVD,Weekly,Weekly,889512,Weekly,Weekly,Cable,Rent
